NPA,m5_2019,r5_2019,m5_2018,r5_2018,m5_2017,r5_2017,m5_2016,r5_2016,m5_2015,r5_2015,m5_2013,r5_2013,m5_2011,r5_2011,m30_2019,r30_2019,m30_2018,r30_2018,m30_2017,r30_2017,m30_2016,r30_2016,m30_2015,r30_2015,m30_2013,r30_2013,m30_2011,r30_2011,m6_2019,m6_2018,m6_2017,m6_2016,m6_2015,m6_2013,m6_2011,m7_2019,m7_2018,m7_2017,m7_2016,m7_2015,m7_2013,m7_2011,m53_2018,r53_2018,m53_2017,r53_2017,m53_2016,r53_2016,m53_2015,r53_2015,m53_2013,r53_2013,m8_2018,r8_2018,m8_2017,r8_2017,m8_2016,r8_2016,m8_2015,r8_2015,m8_2014,r8_2014,m8_2013,r8_2013,m8_2012,r8_2012,m8_2011,r8_2011,m9_2018,r9_2018,m9_2017,r9_2017,m9_2016,r9_2016,m9_2015,r9_2015,m9_2014,r9_2014,m9_2013,r9_2013,m9_2012,r9_2012,m9_2011,r9_2011,m83_2018,r83_2018,m83_2017,r83_2017,m83_2016,r83_2016,m83_2015,r83_2015,m83_2013,r83_2013,m83_2011,r83_2011,m69_2017,r69_2017,m69_2016,r69_2016,m69_2015,r69_2015,m69_2013,r69_2013,m69_2011,r69_2011,m76_2015,m76_2013,m68_2018,r68_2018,m68_2016,r68_2016,m68_2015,r68_2015,m68_2013,r68_2013,m68_2011,r68_2011,m82_2017,r82_2017,m82_2013,r82_2013,m29_2018,m29_moe_2018,m29_2017,m29_moe_2017,m31_2018,m31_moe_2018,m31_2017,m31_moe_2017,m40_2018,m40_moe_2018,m40_2017,m40_moe_2017
156,1.17,1307,1.2,1290,1.1,1260,1.1,1253,1.1,1207,1,1165,1,1101,96.25,1258,97,1254,98,1237,97,1221,98,1184,98,1142,98,1078,1940,1900,1906,1904,1889,1946,1928,18,17,16,15,15,13,12,30,372,29,363,30,370,28,336,24,270,1.25,14,0.45,5,2.6,29,1.61,18,3.49,39,4.39,49,2.6,29,26.68,298,0.81,9,0.54,6,1.43,16,0.45,5,0.45,5,0.72,8,0.36,4,0.54,6,0,0,1.62,2,0,0,0,0,0,0,0,0,0,0,1.8,22,3.6,43,2.8,33,2.8,31,118578,105798,0.31,4,0.72,9,0.75,9,0.52,6,0.45,5,0,0,0,0,72,1,78,11,94,6,96,5,1358,128,1286,191
157,0.85,486,0.5,279,0.5,282,0.5,288,0.5,288,0.7,391,0.8,459,37.24,181,64,179,65,182,65,188,65,188,74,291,42,192,1174,1144,1125,1127,1126,921,1107,71,73,72,71,70,67,66,60,108,59,108,61,114,50,94,77,224,0.52,3,36.2,207,0.17,1,0,0,0,0,0,0,0,0,0.35,2,0.87,5,0.7,4,1.57,9,0.87,5,1.92,11,0.52,3,0.52,3,0.7,4,16.76,3,5.49,1,21.28,4,0,0,13.75,4,0,0,0,0,0,0,1.4,2,2,3,1.4,2,121542,,2.15,6,5.21,15,6.6,19,6.39,25,2.61,12,48,136,35,136,30,2,42,15,88,9,84,11,839,224,675,670
158,1.07,1320,1.1,1320,1.1,1309,1.1,1288,1.1,1288,1.1,1287,1,1266,100,1320,100,1320,100,1309,100,1288,100,1288,100,1287,100,1266,1381,1377,1379,1376,1373,1369,1358,28,27,26,26,25,23,21,32,428,33,426,33,421,32,406,29,373,0,0,0.08,1,1.22,15,1.15,14,0.08,1,0.08,1,0.98,12,1.15,14,1.54,19,0.41,5,1.14,14,0.9,11,1.23,15,0.33,4,0.49,6,0.74,9,0,0,0,0,0,0,0,0,0.78,1,0,0,0,0,1,13,2,26,2.1,27,2.7,34,79524,90460,0.45,6,1.09,14,1.09,14,0.7,9,0.47,6,0,0,0,0,64,1,71,9,93,3,92,5,1156,121,1133,83
159,0.87,426,0.9,421,0.9,418,0.8,397,0.8,389,0.8,381,0.8,374,73.71,314,73,309,73,306,77,305,76,297,76,289,75,282,1093,1078,1085,1078,1076,1089,1075,44,45,45,44,45,44,45,60,185,58,176,58,177,51,150,56,161,0.61,3,1.02,5,1.02,5,4.91,24,1.02,5,1.64,8,1.64,8,0.41,2,0.61,3,2.05,10,1.84,9,0.82,4,2.46,12,0.82,4,0.82,4,1.02,5,6.47,2,9.8,3,3.28,1,3.37,1,3.46,1,0,0,0,0,0.4,1,1.5,4,2.3,6,1.6,4,72542,98295,2.38,10,4.79,19,5.14,20,3.67,14,3.48,13,19,80,21,80,38,1,33,12,86,9,86,11,713,46,700,49
160,1.45,1128,1.4,1105,1.4,1106,1.4,1106,1.4,1107,1.4,1106,1.4,1107,80.32,906,80,879,80,880,80,880,80,881,80,880,80,881,1346,1317,1318,1318,1317,1313,1306,40,40,39,38,37,35,33,31,274,32,284,32,282,31,271,30,264,0.26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,19,1.03,8,2.06,16,1.55,12,1.8,14,0.9,7,0.64,5,1.42,11,2.28,2,0,0,1.14,1,0,0,0,0,0,0,0,0,0.8,7,2.3,20,1.3,11,1,9,84286,75500,0.63,7,2.53,28,2.53,28,1.45,16,0.63,7,10,110,0,0,43,1,48,8,98,2,96,5,927,105,854,60
161,4,1177,4,1162,3.9,1137,3.9,1134,3.9,1134,3.8,1129,3.9,1136,11.05,130,11,122,9,97,8,94,8,94,8,89,8,89,3854,3784,3987,3749,3588,3566,3505,24,25,29,30,33,33,31,7,9,10,10,11,10,16,15,12,11,0.68,2,7.14,21,4.42,13,0.68,2,4.42,13,0,0,0.34,1,0,0,2.72,8,1.7,5,4.08,12,2.72,8,0.34,1,0,0,0.68,2,0.34,1,0,0,0,0,10.64,1,42.55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555350,420800,1.38,16,2.12,24,1.15,13,1.24,14,0.44,5,0,0,0,0,11,0,18,8,87,10,94,7,1144,127,963,37
162,1.88,693,1.9,695,1.9,696,1.9,696,1.9,696,1.9,700,1.9,701,100,693,100,695,100,696,100,696,100,696,100,700,100,701,1316,1304,1303,1303,1301,1289,1289,35,34,33,32,31,29,27,28,195,29,201,30,210,29,202,28,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,13,2.45,9,1.9,7,1.9,7,2.45,9,1.9,7,1.63,6,1.36,5,0,0,0,0,1.44,1,1.44,1,0,0,0,0,0.1,1,0.9,6,1.9,13,1.3,9,2.9,20,93341,94906,0.29,2,0.72,5,1.15,8,1.43,10,0.43,3,0,0,0,0,61,1,64,12,94,7,94,6,1272,130,1112,129
163,5.34,930,4.8,837,3,522,3,528,3.1,544,3.1,540,3.1,539,26.24,244,29,242,45,233,42,219,42,231,42,227,42,226,2054,1914,1769,1621,1443,1320,1285,51,55,59,64,68,72,71,29,71,38,89,44,96,38,88,56,128,1.72,3,7.47,13,12.06,21,9.2,16,119.54,208,4.6,8,0.57,1,2.3,4,5.74,10,7.47,13,8.61,15,10.34,18,4.02,7,2.3,4,1.72,3,2.3,4,4.13,1,4.29,1,9.13,2,34.63,8,4.41,1,4.42,1,0,0,0,0,0,0,0.5,2,0.2,1,401895,203398,0,0,0.19,1,0.55,3,1.11,6,2.04,11,24,124,17,92,26,1,35,8,79,7,79,8,1025,193,1009,83
164,2.84,1821,2.6,1668,2.8,1763,2.8,1766,2.7,1744,2.8,1815,2.8,1823,25.86,471,28,472,27,477,27,480,28,480,27,481,26,481,1436,1410,1410,1408,1407,1406,1407,61,60,59,58,57,55,53,40,189,41,195,41,197,31,147,41,197,0,0,0,0,0.31,2,0,0,0.31,2,2.34,15,0,0,0,0,2.96,19,2.34,15,2.81,18,2.96,19,1.71,11,1.09,7,1.56,10,0.47,3,2.12,1,4.19,2,2.08,1,0,0,0,0,2.08,1,0,0,1.4,6,1.4,6,0.9,4,0.7,3,163312,116559,1.26,21,5.27,93,10.26,179,7.44,135,4.33,79,2,28,0,0,19,0,25,6,87,7,84,6,833,,757,
165,5.03,909,5,909,5,909,5,911,5,911,5,911,5.1,914,27.72,252,28,252,28,252,28,254,28,254,28,254,28,257,1527,1560,1560,1559,1559,1559,1559,23,22,21,20,19,17,15,30,76,31,79,32,81,32,80,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1,0,0,1.66,3,1.66,3,0.55,1,0,0,0,0,2.21,4,0,0,0,0,3.94,1,0,0,7.87,2,0,0,0.4,1,1.2,3,3.5,9,3.9,10,3.5,9,,89600,1.1,10,1.43,13,1.98,18,3.29,30,2.52,23,0,0,0,0,17,0,17,7,89,11,87,8,964,64,926,135
166,3.55,537,3.6,538,3.6,538,3.6,537,3.6,538,3.6,538,3.6,538,20.3,109,20,110,20,110,21,110,20,110,20,110,20,110,1754,1728,1728,1727,1727,1709,1719,40,39,38,37,36,34,32,22,24,20,22,22,24,20,22,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,1.98,3,0,0,2.64,4,0,0,0.66,1,0.66,1,0,0,9.09,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,3.3,11,3.9,13,2.4,8,77433,89233,0.74,4,0.37,2,0.74,4,1.12,6,0.93,5,1,6,0,0,23,1,44,17,64,16,66,20,828,315,788,305
167,1.96,361,2,361,2,360,2,359,2,361,2,361,2,361,27.98,101,28,101,28,100,28,99,28,101,28,101,28,101,1738,1716,1712,1729,1703,1699,1695,36,35,34,34,33,31,29,24,24,24,24,25,25,28,28,28,28,0,0,0,0,0.54,1,0.54,1,0,0,0,0,0,0,0,0,0.54,1,0.54,1,0.54,1,0.54,1,1.09,2,1.09,2,0.54,1,2.17,4,0,0,0,0,0,0,19.8,2,0,0,0,0,0,0,0,0,2,2,1,1,3,3,,,1.11,4,0.28,1,1.11,4,0.55,2,0.28,1,0,0,0,0,16,1,18,9,100,0,100,0,778,47,733,88
168,2.77,633,2.8,633,2.8,633,2.8,634,2.8,633,2.8,633,2.8,633,70.93,449,71,449,71,449,71,450,71,449,71,449,71,449,1295,1279,1277,1277,1278,1277,1274,48,47,46,45,44,42,40,29,130,28,127,29,129,26,118,26,115,0.44,1,0,0,0.44,1,0,0,0,0,0.44,1,0,0,0,0,3.07,7,3.94,9,3.07,7,3.07,7,1.75,4,1.75,4,0.44,1,0,0,0,0,0,0,2.22,1,0,0,2.23,1,0,0,0,0,1.4,9,0.8,5,2.5,16,1,6,77346,61444,0.32,2,1.58,10,1.58,10,2.37,15,0.95,6,1,5,1,5,50,1,50,10,96,1,95,4,1025,114,969,56
169,4.53,1108,4.1,1009,3.8,938,3.5,857,3.2,791,3.2,781,3.1,764,38.45,426,42,426,45,426,50,426,54,426,55,426,56,426,2932,2943,2942,2935,2937,2936,2935,15,14,13,12,11,9,7,6,27,5,23,5,20,5,23,6,26,0,0,0,0,0,0,0,0,102.86,252,0,0,0,0,0,0,2.86,7,3.27,8,4.09,10,4.49,11,3.27,8,1.23,3,2.04,5,1.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0.4,3,0.5,4,0.4,3,0.9,7,235447,231279,0.5,5,0.12,1,0,0,0,0,0,0,0,0,0,0,78,1,86,6,100,0,100,0,1481,393,1218,620
170,1.35,642,1.3,638,1.3,631,1.3,631,1.3,632,1.3,630,1.3,630,71.5,459,71,455,71,448,71,448,71,449,71,447,71,447,2984,2982,2966,2967,2968,2962,2959,20,19,18,17,16,14,12,8,35,7,32,7,31,8,34,7,31,0,0,1.68,8,0.63,3,0,0,0,0,0.42,2,0,0,0,0,1.47,7,1.68,8,2.1,10,3.37,16,0.84,4,1.68,8,41.87,199,3.79,18,0,0,0,0,2.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4,0.2,1,279825,315049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,83,6,98,3,95,3,1713,418,1720,113
171,1.8,516,1.8,507,1.8,507,1.5,442,1.4,398,1.4,403,1.4,403,36.05,186,37,186,37,186,42,186,47,186,46,186,46,186,2978,2974,2974,2974,2972,2972,2968,25,24,23,22,21,19,17,8,15,8,14,8,14,10,18,7,13,0,0,0,0,0,0,0,0,39.51,113,0,0,0.35,1,0,0,1.05,3,0.35,1,1.05,3,1.4,4,2.1,6,1.4,4,3.14,9,1.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2,1.1,2,1.1,2,343433,314167,0,0,0,0,0.25,1,0,0,0.25,1,0,0,0,0,31,1,36,7,91,7,95,8,1167,71,1088,89
172,1.66,1568,1.2,1142,1.2,1136,1.2,1137,1.2,1134,1.2,1111,1.1,1058,41.26,647,53,606,53,600,53,601,53,598,54,597,56,593,3124,3055,3077,3053,3049,3049,3039,12,12,11,10,9,7,5,15,91,15,89,15,92,15,91,15,87,41.28,389,9.02,85,0.64,6,0,0,0.21,2,2.55,24,2.12,20,5.94,56,2.23,21,0.85,8,0.96,9,0.85,8,1.38,13,0.74,7,1.27,12,0.32,3,3.3,2,0,0,1.66,1,0,0,0,0,0,0,0,0,0,0,0.3,3,0.4,3,0.6,5,309739,261503,0,0,0,0,0,0,0,0,0.09,1,0,0,0,0,54,1,60,6,93,6,98,3,1471,147,1476,106
173,1.12,425,1.1,426,1.1,424,1.1,417,1.1,403,1,391,1,379,82.12,349,82,350,82,348,82,341,81,327,81,315,80,303,1334,1328,1331,1325,1301,1274,1257,26,25,24,24,24,22,21,27,96,28,98,30,101,30,97,29,91,0,0,0,0,0.26,1,2.89,11,3.95,15,2.63,10,2.11,8,0.26,1,0,0,0.26,1,1.05,4,0.79,3,0.79,3,1.58,6,0.79,3,0.26,1,5.71,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,5,1.7,7,2.1,8,3.2,12,87016,78292,0.47,2,2.4,10,2.23,9,2.81,11,0.26,1,0,0,0,0,52,1,36,13,94,10,93,3,979,206,995,116
174,0.19,611,0.2,620,0.2,626,0.2,627,0.2,627,0.2,628,0.2,631,91.65,560,92,569,92,575,92,576,92,576,92,577,92,580,1800,1781,1780,1781,1781,1783,1767,33,33,32,31,30,28,26,20,113,21,121,20,114,18,103,16,94,0,0,0,0,0.03,1,0.03,1,0.03,1,0.03,1,0,0,0.03,1,0.22,7,0.31,10,0.09,3,0.03,1,0.16,5,0.09,3,0.19,6,0.16,5,1.76,1,3.48,2,1.74,1,0,0,3.47,2,0,0,0.3,2,0.5,3,1.8,11,2.1,13,1.9,12,141900,138548,0.16,1,0,0,0,0,0.16,1,0.16,1,0,0,0,0,74,1,72,10,97,3,94,23,1292,180,1264,180
175,1.33,691,1.3,692,1.3,687,1.3,688,1.3,689,1.3,683,1.3,683,99.71,689,100,690,100,685,100,686,100,687,100,681,100,681,2504,2491,2485,2481,2476,2467,2452,38,37,37,36,35,33,31,9,65,9,64,8,58,8,56,8,54,0.19,1,0,0,0.77,4,0.19,1,0,0,1.15,6,0.38,2,0.38,2,6.14,32,6.52,34,5.56,29,4.41,23,4.41,23,2.49,13,1.73,9,3.64,19,1.45,1,0,0,1.46,1,0,0,0,0,0,0,0,0,0,0,0.2,1,0.2,1,0.6,4,279912,248250,0.29,2,0.58,4,0.58,4,0.15,1,0,0,1,6,0,0,93,2,96,3,100,0,100,0,1653,350,,
176,2.48,1164,2.5,1164,2.5,1162,2.5,1163,2.5,1162,2.5,1162,2.5,1162,83.85,976,84,976,84,974,84,972,84,974,84,974,84,974,2486,2486,2482,2482,2479,2477,2477,23,22,21,20,19,17,15,10,101,9,91,9,87,9,86,7,69,0,0,0,0,0.43,2,0,0,0.21,1,0,0,0,0,0,0,1.71,8,2.99,14,4.27,20,5.12,24,2.13,10,3.84,18,5.33,25,2.99,14,0,0,0,0,1.03,1,0,0,0,0,0,0,0,0,0.2,2,0.3,3,0.9,10,0.3,3,256433,245924,0,0,0.26,3,0.26,3,0.09,1,0,0,0,0,0,0,72,1,82,6,95,4,96,16,1569,229,1424,90
177,1.84,930,1.8,932,1.6,795,1.6,792,1.6,788,1.6,787,1.4,710,62.47,581,63,587,73,579,73,578,73,576,73,577,81,577,2833,2788,2796,2763,2762,2764,2764,37,36,35,35,34,32,30,7,42,7,38,7,38,7,38,8,49,0.39,2,0.39,2,1.18,6,0.99,5,0.59,3,0.59,3,0,0,0,0,4.54,23,4.54,23,5.72,29,4.93,25,5.13,26,2.57,13,5.72,29,2.96,15,0,0,1.73,1,1.73,1,0,0,1.73,1,0,0,0,0,0.1,1,0.3,2,0.7,5,0.3,2,324027,305206,0,0,0.13,1,0.13,1,0,0,0.14,1,1,6,1,6,59,1,69,10,89,7,87,8,993,604,870,320
178,0.88,1782,0.7,1353,0.7,1311,0.6,1311,0.6,1177,0.5,1028,0.5,1028,10.83,193,14,192,13,166,13,167,14,168,16,168,16,168,1644,1589,1558,1549,1550,1547,1548,42,43,48,47,46,44,42,27,51,31,51,31,51,32,53,30,51,0,0,5.88,119,10.92,221,0,0,0,0,13.6,275,0,0,0,0,1.98,40,1.14,23,0.64,13,0.1,2,0.1,2,0.1,2,0.05,1,0.49,10,0,0,6.02,1,0,0,5.95,1,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,132324,108500,0.07,1,0.31,4,0.17,2,0,0,0,0,0,0,0,0,17,1,12,3,93,6,93,7,1170,27,1136,22
179,1.56,784,1.6,783,1.3,657,1.3,660,1.3,667,1.3,666,1.3,666,82.02,643,82,642,96,632,96,635,96,642,96,641,96,642,2698,2593,2545,2526,2506,2484,2476,50,50,50,50,49,47,45,11,70,12,73,13,82,11,72,13,81,1,5,1.59,8,1.79,9,0.2,1,0.6,3,0.8,4,0.2,1,0,0,7.37,37,8.17,41,9.37,47,6.78,34,6.97,35,4.38,22,2.59,13,3.59,18,4.67,3,15.82,10,6.3,4,1.56,1,1.56,1,0,0,0,0,0.2,1,0,0,0.3,2,0,0,443479,375412,0,0,0.15,1,0.15,1,0,0,0,0,0,0,0,0,79,1,87,8,92,5,92,3,1766,612,1777,408
180,1.77,531,1.8,531,1.8,531,1.7,520,1.7,504,1.6,483,1.6,465,100,531,100,531,100,529,100,520,100,504,100,483,100,465,1504,1499,1500,1491,1474,1462,1447,34,33,32,32,32,32,31,30,159,29,156,32,165,26,130,31,150,0,0,0,0,0,0,6.02,18,3.34,10,10.37,31,1.67,5,0.67,2,1,3,2,6,2,6,2,6,1.34,4,0.33,1,0,0,0.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0.9,4,0.9,4,1.2,5,1,4,114893,120909,0.38,2,2.12,11,2.18,11,1.66,8,0.86,4,0,0,0,0,60,1,55,10,92,7,88,26,1167,286,905,176
181,1.25,1272,1.3,1271,1.2,1270,1.2,1267,1.2,1262,1.2,1236,1.2,1218,54.64,695,55,694,55,693,55,690,54,685,53,659,53,641,3436,3413,3400,3390,3401,3398,3318,29,28,27,27,26,25,23,7,51,8,54,9,59,9,59,9,60,0,0,0.2,2,0,0,0.2,2,0.59,6,2.25,23,1.37,14,0.88,9,3.33,34,3.33,34,3.33,34,3.82,39,2.74,28,2.74,28,1.96,20,2.74,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,4,0.8,7,0.6,5,0.9,8,426179,453275,0,0,0.16,2,0.24,3,0.08,1,0.49,6,0,0,0,0,69,1,76,6,94,4,97,9,1306,117,1134,50
182,1.23,268,1.2,268,1.2,268,1.2,268,1.2,268,1.2,268,1.2,268,81.72,219,82,219,82,219,82,219,82,219,82,219,82,219,1218,1217,1215,1215,1215,1215,1215,33,32,31,30,29,27,25,23,51,22,48,21,46,20,44,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,8,2.75,6,2.75,6,1.84,4,1.84,4,1.38,3,0.46,1,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2.3,5,0.9,2,0.9,2,,,0.37,1,2.99,8,2.24,6,2.99,8,2.61,7,14,38,0,0,68,1,74,8,95,6,95,30,688,257,676,15
183,1.57,351,1.6,351,1.6,351,1.6,350,1.6,351,1.6,352,1.6,348,49.29,173,49,173,49,173,49,172,49,173,49,174,49,170,1498,1488,1484,1488,1477,1470,1478,45,44,43,42,42,40,39,32,56,34,58,33,56,34,59,33,57,0,0,0,0,0,0,0,0,0.45,1,0,0,1.35,3,0,0,0,0,0,0,0.9,2,1.34,3,0.9,2,0.9,2,1.34,3,0,0,5.78,1,5.78,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3,1.7,3,1.2,2,,94000,0.28,1,2,7,1.42,5,1.42,5,0.86,3,0,0,0,0,34,0,35,15,100,0,87,14,1133,172,1047,262
184,2.93,685,3,696,2.9,683,2.9,689,3,691,3,690,3.7,867,100,685,100,696,100,683,100,689,100,691,100,690,79,688,1766,1618,1556,1474,1436,1402,1350,58,60,61,61,61,61,60,23,162,23,160,25,172,25,172,27,188,5.13,12,6.84,16,7.27,17,3.42,8,2.99,7,3.42,8,3.85,9,0.43,1,15.39,36,15.39,36,18.38,43,11.11,26,11.54,27,13.68,32,9.4,22,11.11,26,20.11,14,14.64,10,24.67,17,8.68,6,8.7,6,0,0,0.2,1,0.2,1,0.3,2,0,0,0.3,2,337344,297543,0.29,2,0.15,1,0.43,3,0.29,2,2.77,24,0,0,0,0,73,1,73,8,99,3,99,2,1522,258,1500,310
185,10.49,1370,10.5,1369,10.5,1369,10.4,1367,10.5,1366,10.5,1368,10.5,1368,0.22,3,0,3,0,3,0,1,0,1,0,3,0,3,1338,,,,,,,32,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2,0.37,5,0.44,6,0.44,6,0.51,7,0,0,0,0,0,0,0,1,86,6,88,6,1062,44,1017,43
186,1.31,835,1.3,835,1.3,831,1.3,828,1.3,827,1.3,825,1.3,824,97.96,818,98,818,98,814,98,811,98,810,98,808,98,807,1478,1471,1465,1469,1467,1455,1454,34,33,32,31,30,29,27,25,206,26,209,26,210,25,199,26,209,0,0,0.16,1,0.47,3,0.16,1,0.63,4,0.31,2,0,0,0.16,1,0.94,6,0.94,6,1.73,11,1.57,10,1.42,9,1.1,7,0.47,3,0.94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,13,2.8,23,2.4,19,1.9,15,98667,85552,0.36,3,0.72,6,1.45,12,0.85,7,0.12,1,1,6,1,6,62,3,60,7,97,4,91,7,1147,63,1058,74
187,2.56,405,2.6,405,2.6,405,2.6,405,2.6,405,2.6,405,2.6,405,76.54,310,77,310,77,310,77,310,77,310,77,310,77,310,2719,2730,2728,2726,2727,2726,2724,20,19,18,17,16,14,12,11,34,10,32,10,30,8,24,8,26,0,0,0,0,0,0,0,0,0,0,0.64,1,0,0,0,0,5.07,8,0,0,4.43,7,2.55,4,3.19,5,3.19,5,3.19,5,1.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0.3,1,0,0,0,0,336410,322527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,94,10,100,0,100,0,2056,1118,,
188,2.26,822,2.1,772,2,729,2,732,2,729,2,726,2,710,50.24,413,47,364,42,306,44,324,44,321,44,318,43,302,2836,2804,2951,2829,2837,2827,2841,18,20,22,21,21,19,18,10,38,12,37,13,43,15,47,13,41,4.96,18,10.74,39,11.01,40,1.65,6,0.55,2,1.65,6,1.93,7,1.1,4,2.48,9,3.58,13,2.75,10,1.93,7,1.65,6,1.1,4,1.65,6,1.65,6,0,0,3.27,1,15.43,5,3.12,1,0,0,0,0,0.2,1,0,0,0.7,3,0.2,1,0.5,2,279146,263394,0.13,1,0.14,1,0,0,0,0,0,0,0,0,0,0,44,1,43,11,93,5,93,4,1243,134,1287,153
189,5.52,453,5.5,453,5.5,453,5.5,453,5.5,453,5.5,453,5.5,453,11.7,53,12,53,12,53,12,53,12,53,12,53,12,53,4203,4185,4185,4185,4171,4159,4159,20,19,18,17,16,14,12,2,1,2,1,2,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1,1.22,1,3.65,3,2.44,2,4.87,4,2.44,2,1.22,1,9.75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659667,620500,0,0,0.44,2,0.44,2,0.22,1,0,0,0,0,0,0,6,0,13,7,88,14,100,0,1490,173,1423,169
190,0.57,380,0.6,385,0.6,378,0.6,382,0.6,382,0.6,382,0.6,384,100,380,100,385,100,378,99,379,100,382,100,382,100,384,1110,1088,1086,1087,1087,1089,1084,35,34,33,32,31,30,28,55,212,59,223,60,229,57,216,57,217,0.3,2,0.15,1,0.45,3,0,0,0,0,0.15,1,0,0,0.15,1,0.6,4,0.45,3,0,0,0.6,4,0.15,1,0.3,2,0.75,5,0.45,3,7.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,3,3.8,14,2.5,9,1.4,5,62238,50812,1.56,6,3.14,12,3.66,14,2.62,10,1.82,7,0,0,0,0,29,0,43,19,91,7,89,16,1075,62,974,98
191,2.23,946,2.2,945,2.2,945,2.2,945,2.2,945,2.2,945,2.2,944,63.42,600,63,599,63,599,63,599,63,599,63,599,63,598,2010,2010,2009,2008,2008,2004,2004,25,25,24,23,22,20,18,11,66,11,67,12,69,11,68,11,65,0,0,0.24,1,0,0,0,0,0,0,0,0,0,0,0.24,1,0.47,2,1.18,5,2.36,10,1.65,7,0.71,3,0.94,4,0.71,3,0.71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,1.2,9,1.3,10,2,16,148447,139590,0.32,3,0.11,1,0.32,3,0.32,3,0.11,1,0,0,0,0,67,1,71,6,98,2,90,5,1189,111,1226,116
192,0.88,1225,0.9,1201,0.8,1108,0.7,1030,0.7,952,0.7,909,0.6,849,67.51,827,67,803,64,709,61,631,58,554,56,511,53,452,2477,2448,2521,2534,2446,2456,2407,14,13,13,14,15,14,14,13,102,13,89,15,94,16,86,15,77,0.22,3,2.37,33,5.61,78,5.9,82,5.97,83,57.55,800,2.09,29,3.17,44,1.94,27,2.95,41,1.15,16,0.14,2,0.22,3,0.22,3,0.29,4,0.14,2,0,0,1.41,1,0,0,0,0,0,0,0,0,0.4,3,0.6,4,0.7,4,0.4,2,1.4,7,182357,175356,0.17,2,0,0,0.21,2,0.33,3,0.12,1,0,0,0,0,64,2,54,8,96,3,95,4,1084,43,991,48
193,2.37,724,1.9,573,1.9,566,1.9,567,1.9,567,1.9,569,1.9,570,47.38,343,61,350,61,343,61,344,61,344,61,346,61,347,2869,2772,2784,2758,2687,2675,2658,49,49,49,49,49,47,45,11,37,10,34,10,36,8,29,10,35,0.66,2,0,0,0.66,2,1.31,4,0.98,3,0,0,0.33,1,0,0,7.54,23,6.23,19,10.16,31,8.19,25,10.16,31,5.9,18,5.24,16,5.24,16,17.14,6,2.92,1,5.81,2,0,0,0,0,0,0,0,0,0.2,1,0.3,1,0,0,0.3,1,513819,400307,0.17,1,0.53,3,0.35,2,0.18,1,0.18,1,0,0,0,0,78,1,84,7,90,9,100,0,1184,276,870,75
194,1.52,1121,1.5,1093,1.4,1040,1.4,1014,1.4,1005,1.4,1006,1.4,999,76.27,855,76,827,74,774,74,748,74,739,74,740,73,733,4120,3989,3947,3962,3937,3909,3896,23,24,24,24,23,21,20,4,34,5,38,5,40,6,42,7,51,2.58,19,5.3,39,5.7,42,2.85,21,0.95,7,0.95,7,0.27,2,0.27,2,5.7,42,5.57,41,6.79,50,6.52,48,5.7,42,2.85,21,3.8,28,4.62,34,1.21,1,0,0,4.01,3,4.06,3,0,0,1.36,1,0.1,1,0.1,1,0.1,1,0,0,0.7,5,585500,525386,,,0,0,0,0,0,0,0,0,0,0,0,0,62,2,72,3,93,5,93,5,1288,344,1294,116
