NPA,r1_2015,r1_2013,m47_2018,r47_2018,m47_2017,r47_2017,m47_2016,r47_2016,m47_2015,r47_2015,m47_2013,r47_2013,m47_2010,r47_2010,m47_2000,r47_2000,m2_2018,m2_moe_2018,m2_2017,m2_moe_2017,m12_2018,m12_moe_2018,m12_2017,m12_moe_2017,m13_2018,m13_moe_2018,m13_2017,m13_moe_2017,m14_2018,m14_moe_2018,m14_2017,m14_moe_2017,m14_2010,m14_2000,m15_2018,m15_moe_2018,m15_2017,m15_moe_2017,m15_2010,m15_2000,m16_2018,m16_moe_2018,m16_2017,m16_moe_2017,m16_2010,m16_2000,m17_2018,m17_moe_2018,m17_2017,m17_moe_2017,m17_2010,m17_2000,m18_2018,m18_moe_2018,m18_2017,m18_moe_2017,m18_2010,m18_2000,m11_2018,r11_2018,m11_2017,r11_2017,m11_2016,r11_2016,m11_2015,r11_2015,m11_2013,r11_2013,m11_2011,r11_2011
NPA,Area,Area,Population_Density_2018,Population _2018,Population_Density_2017,Population _2017,Population_Density_2016,Population _2016,Population_Density_2015,Population _2015,Population_Density_2013,Population _2013,Population_Density_2010,Population_2010,Population_Density_2000,Population _2000,Age_of_Residents_2018,Age_of_Residents_moe_2018,Age_of_Residents_2017,Age_of_Residents_moe_2017,Youth_Population_2018,Youth_Population_moe_2018,Youth_Population_2017,Youth_Population_moe_2017,Older_Adult_Population_2018,Older_Adult_Population_moe_2018,Older_Adult_Population_2017,Older_Adult_Population_moe_2017,White_Population_2018,White_Population_moe_2018,White_Population_2017,White_Population_moe_2017,White_Population_2010,White_Population_2000,Black_Population_2018,Black_Population_moe_2018,Black_Population_2017,Black_Population_moe_2017,Black_Population_2010,Black_Population_2000,Asian_Population_2018,Asian_Population_moe_2018,Asian_Population_2017,Asian_Population_moe_2017,Asian_Population_2010,Asian_Population_2000,All_Other_Races_2018,All_Other_Races_moe_2018,All_Other_Races_2017,All_Other_Races_moe_2017,All_Other_Races_2010,All_Other_Races_2000,Hispanic_Latino_2018,Hispanic_Latino_moe_2018,Hispanic_Latino_2017,Hispanic_Latino_moe_2017,Hispanic_Latino_2010,Hispanic_Latino_2000,Vacant_Land_2018,Vacant_Land_Area_2018,Vacant_Land_2017,Vacant_Land_Area_2017,Vacant_Land_2016,Vacant_Land_Area_2016,Vacant_Land_2015,Vacant_Land_Area_2015,Vacant_Land_2013,Vacant_Land_Area_2013,Vacant_Land_2011,Vacant_Land_Area_2011
232,469,468,6,2717,6,2698,6,2589,5,2557,5,2538,5,2515,2,1106,35,3,35,3,31,8,29,11,7,3,7,3,36,8,27,9,40.1,71.3,52,12,53,20,37,19,3,2,4,5,4.4,3.4,0,2,1,3,2.4,1.4,7,10,15,21,16,5.1,18.6,87,18.6,87,18.6,87,18.6,87,18.6,87,25.5,119
233,662,662,4,2554,4,2551,4,2554,4,2556,4,2558,4,2381,2,1601,33,3,33,3,21,5,20,6,10,3,9,3,75,8,67,8,76.2,85,7,5,7,5,10.3,3.5,7,2,13,9,6,9.9,0,2,7,7,2.3,0.8,6,4,6,4,5.1,0.8,5.3,35,5.3,35,5.3,35,5.3,35,5.3,35,5.3,35
234,1295,1294,2,2671,2,2662,2,2636,2,2624,2,2551,3,3678,2,2906,37,5,36,3,29,6,28,6,9,2,9,3,26,5,22,5,29.2,59.4,31,7,28,6,28.9,23.5,2,2,2,1,3.5,3,0,2,4,4,3.1,2.8,38,7,44,9,35.3,11.4,29.9,387,29.9,387,29.9,387,29.9,387,29.9,387,29.7,384
235,492,492,4,2074,4,2068,4,2055,4,2061,4,2045,4,1933,4,1867,40,3,39,6,28,8,31,9,15,4,10,4,87,14,87,16,83.5,91.6,6,6,6,6,8.1,4.9,4,2,5,8,2.3,1.7,0,2,0,2,2.4,0.5,2,3,2,3,3.7,1.3,2.4,12,2.4,12,2.4,12,2.4,12,2.4,12,2.4,12
236,719,719,1,1024,1,1058,1,1065,1,1060,1,1022,2,1338,2,1460,52,5,52,4,24,7,24,6,37,7,36,7,95,3,96,4,92.5,83.7,1,1,0,1,2.1,4.5,1,3,0,1,2.5,5.6,0,3,0,3,1,1.1,4,4,3,3,1.9,5,7.9,57,7.9,57,7.9,57,7.9,57,8,57,8.1,58
237,956,956,3,3096,3,2922,3,2817,3,2721,3,2617,2,2294,2,1538,37,4,37,5,24,5,24,5,14,4,13,4,15,5,16,5,24.3,54,60,10,60,8,47.9,29.8,10,1,10,6,7.6,9.2,0,2,2,3,2.6,1.9,14,9,12,9,17.6,5.1,14.8,142,14.8,142,14.8,142,14.8,142,14.8,142,14.8,142
238,550,550,4,2382,4,2385,4,2384,4,2381,4,2351,4,2220,3,1597,46,4,42,8,15,6,17,7,14,4,10,3,20,6,25,9,16.2,42,63,8,57,10,64.3,48.3,5,2,3,3,3.6,4.9,0,2,1,3,2.8,3,11,6,14,8,13.1,1.8,8.3,46,8.3,46,8.3,46,8.3,46,8.2,45,8.2,45
240,394,392,4,1669,4,1665,4,1648,4,1639,4,1628,4,1495,4,1610,40,8,37,6,14,7,15,8,9,4,10,4,64,5,62,4,60.5,76.4,26,13,26,14,24.5,15.2,3,2,3,4,1.1,1.7,0,3,0,3,3.7,1.5,6,4,8,8,10.2,5.2,10.4,41,10.4,41,10.4,41,10.5,41,10.5,41,10.5,41
241,569,569,3,1941,3,1924,3,1917,3,1914,3,1893,3,1859,3,1890,46,3,47,6,30,7,27,6,14,5,16,6,84,12,86,11,92.7,95.3,5,8,8,8,1.9,1.8,5,2,2,3,2.2,1.5,0,2,0,2,1.1,1.1,5,5,5,4,2.2,0.3,3.3,19,3.3,19,3.4,19,3.4,19,3.4,19,3.4,19
242,279,279,6,1660,6,1660,6,1663,6,1630,6,1614,5,1521,0,3,28,6,28,13,26,8,26,7,7,5,6,5,8,6,12,7,16.8,,84,9,80,8,64.1,,7,2,6,6,2.6,,0,3,2,5,4.1,,0,1,0,1,12.4,,18.5,52,18.5,52,18.6,52,18.6,52,18.6,52,18.6,52
243,543,543,0,126,0,124,0,124,0,124,0,126,0,105,0,110,36,4,36,27,0,52,0,20,0,64,20,45,100,0,100,0,65.7,80.9,0,18,0,20,6.7,10,0,12,0,20,0,1.8,0,12,0,79,0,3.6,0,18,0,20,27.6,3.6,59.2,322,59.2,322,59.2,322,59.2,322,61.4,334,59.2,322
244,694,694,3,1927,3,1929,3,1929,3,1927,3,1927,3,1826,3,1848,40,4,39,5,25,5,27,5,8,3,7,3,27,6,22,6,24.7,38.3,51,8,54,8,51.6,48.8,2,2,3,2,4.9,6.3,0,2,6,9,3,3,11,6,15,9,15.7,3.6,27,187,27,187,27,187,27,187,25.2,175,27,187
245,176,176,8,1439,8,1437,8,1435,8,1428,8,1409,7,1287,7,1254,34,6,34,7,25,14,26,15,9,5,10,5,22,11,25,10,29.4,49.2,59,21,57,25,54.9,42.7,4,2,3,4,2.1,3.4,0,3,0,3,3.2,1.4,13,15,16,14,10.4,3.2,3.1,5,3.1,5,3,5,3,5,3,5,3,5
246,285,285,8,2396,8,2396,8,2394,8,2382,8,2351,7,2084,6,1790,34,6,25,9,32,10,42,11,8,5,5,3,24,10,26,8,34.6,58.5,64,15,59,16,44.4,29,1,2,1,1,1.6,2.1,0,2,5,8,3.3,2.4,7,9,9,11,16.1,8,3.3,9,3.3,9,3.3,9,3.3,9,3.3,9,3.3,9
247,131,131,9,1157,9,1156,9,1155,9,1144,9,1126,8,1002,4,532,28,8,34,10,24,12,20,12,0,5,0,3,8,7,6,5,4.9,28.2,50,25,48,26,53.4,53.6,0,4,0,1,0.5,4.1,0,4,0,5,2.5,1.9,42,30,46,29,38.7,12.2,21.2,28,21.2,28,21.2,28,21.2,28,21.2,28,21.2,28
248,162,162,11,1820,11,1817,11,1815,11,1806,11,1783,10,1601,8,1295,26,4,27,3,21,9,16,12,2,3,2,3,24,13,22,10,25.4,57.8,26,16,35,18,42.3,25.9,0,3,0,1,1.1,3.1,0,3,3,8,5.4,3.7,36,14,39,23,25.7,9.5,4.1,7,4.1,7,4.1,7,4.1,7,4.1,7,4.1,7
249,128,128,13,1672,13,1668,13,1669,13,1665,13,1637,10,1262,15,1867,26,6,27,3,42,7,37,8,2,3,1,2,6,10,1,1,1.2,3.1,12,10,12,11,26.4,24.8,0,2,0,1,0.9,2.5,0,2,0,3,1.8,1.1,81,13,87,12,69.7,68.4,0,0,0,0,0,0,0,0,0,0,0,0
250,325,325,5,1716,5,1719,5,1719,5,1719,5,1714,5,1632,2,754,35,2,32,5,13,9,21,10,3,5,2,3,22,9,45,23,37.9,63.9,71,18,49,7,49.5,28,0,3,0,1,2.8,2.2,0,3,1,5,3.8,2.5,6,7,4,7,5.9,3.3,17.6,57,17.6,57,17.6,57,17.6,57,17.6,57,24.5,80
251,300,300,6,1881,6,1840,6,1835,6,1815,6,1686,5,1489,2,547,37,4,37,4,28,7,27,7,7,3,5,3,24,15,28,11,35.6,59.8,56,7,50,12,49.8,33.8,3,2,3,3,5.4,2.4,0,2,13,12,4.6,2.6,8,8,5,8,4.6,1.5,23.4,70,23.4,70,23.4,70,23.4,70,23.4,70,24.3,73
252,246,246,4,1046,4,1046,4,1046,4,1041,4,1042,4,935,4,989,36,5,38,5,27,8,25,8,7,4,6,4,63,18,75,10,66.4,74.6,22,11,16,9,23.9,16.4,1,3,1,2,4.5,5.2,0,3,7,11,2.6,0.5,7,8,1,2,2.7,3.3,8.1,20,8.1,20,8.1,20,8.1,20,8.1,20,11.1,27
253,643,647,3,2052,3,2052,3,2052,3,2052,3,2050,3,2061,3,2074,40,3,39,3,29,5,28,5,9,3,10,3,79,6,81,8,80.4,90.3,11,7,9,8,5.7,3,3,2,2,3,7.1,3.7,0,2,3,5,2.3,0.4,4,4,5,4,4.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0
254,1415,1415,1,1082,1,1032,1,943,0,542,0,546,0,495,0,112,29,1,29,2,18,15,30,10,6,8,6,4,27,11,20,13,42.4,72.3,68,33,71,21,37,21.4,0,4,0,1,7.1,0,0,4,8,12,6.7,5.4,5,4,2,3,6.9,0.9,38.8,549,38.8,549,38.8,549,38.8,549,38.8,549,39.9,565
255,474,474,7,3349,6,2895,6,2895,6,2895,6,2895,6,2702,5,2197,43,5,43,6,20,5,17,5,15,5,15,5,65,10,69,9,78.3,86.3,11,8,11,8,8.5,5.3,14,1,12,8,7.9,4.3,4,2,5,9,2.2,1.7,5,4,3,3,3.1,2.5,5.1,24,5.1,24,5.1,24,5.1,24,5.1,24,5.1,24
256,4098,4097,1,4570,1,3691,1,3330,1,3045,1,2790,1,2182,0,912,40,4,41,4,25,5,28,5,16,4,14,3,72,4,73,6,81.8,94.7,12,6,15,7,9.1,2.7,6,2,4,3,4.3,0.8,0,2,4,5,1.4,0.6,5,4,4,5,3.4,1.2,53.4,2190,53.3,2185,53.4,2190,53.5,2190,53.5,2190,51.1,2094
257,1191,1196,4,4209,3,4041,3,3596,3,3606,3,3218,2,2843,0,114,33,3,33,3,28,7,30,8,7,4,5,3,49,6,46,7,60.9,65.9,14,8,12,10,14.4,24.6,16,2,18,9,12.7,0.9,0,1,7,8,1.8,1.8,13,5,17,5,10.2,7,3.6,43,3.6,43,3.6,43,3.6,43,3.6,43,4.4,53
258,827,827,4,3498,4,3333,4,3128,4,3064,4,2903,4,2907,3,2322,39,6,39,8,18,6,18,7,9,3,10,3,19,5,24,8,19.8,43.9,44,14,40,10,59.6,46.9,21,3,19,11,5.3,3.2,0,2,1,2,2.2,1.2,15,10,16,16,13.1,4.7,13.2,109,13.2,109,13.2,109,13.2,109,13.2,109,13.2,109
259,411,411,6,2504,6,2498,6,2493,6,2492,6,2478,6,2431,3,1372,33,8,33,6,32,8,32,9,3,3,3,3,13,5,12,5,17.6,55.1,62,14,69,13,62,31.1,0,2,0,0,5.1,7.5,7,1,9,12,3,2.7,15,11,10,9,12.3,3.5,6.7,28,6.7,28,6.7,28,35.3,145,35,144,35,144
260,1405,1405,3,3779,3,3764,3,3768,3,3744,3,3723,3,3514,2,2973,34,2,33,2,16,6,17,5,12,3,10,3,12,3,17,2,8,11.4,81,4,65,6,79.4,83.9,0,2,0,0,0.6,0.2,0,2,1,2,2,1.1,6,3,17,6,10,3.4,13.1,184,13.1,184,13.1,184,13.1,184,12.6,177,12.6,177
261,543,543,4,2353,4,2351,4,2348,4,2348,4,2348,4,2224,4,2417,46,8,45,6,18,4,18,5,17,4,17,4,75,6,78,9,71.9,81.8,4,3,3,3,6.6,7.2,1,2,1,1,3.2,3.7,0,2,4,5,2.3,1.3,17,7,14,8,16,6.1,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0
262,1012,1012,3,3223,3,3218,3,3218,3,3216,3,3216,3,3019,3,3116,40,5,41,4,26,5,25,4,13,2,12,2,73,6,77,5,83.9,88.7,9,6,10,6,5.4,4,5,2,3,3,5.4,4.4,0,2,2,3,2,1,9,6,8,6,3.3,2.1,5.6,56,5.6,56,5.6,56,5.6,56,5.6,56,5.6,56
263,631,631,4,2696,4,2673,4,2666,4,2636,4,2575,4,2349,4,2319,49,4,52,3,20,4,17,4,22,5,22,4,91,5,88,4,87.4,90.6,4,4,7,6,3.2,2.8,3,2,3,3,4.9,2.7,0,2,1,2,1.4,0.4,1,1,2,2,3.1,3.5,2.8,18,2.8,18,2.8,18,3,19,3,19,3.1,19
264,325,325,7,2138,7,2142,6,2109,6,2085,6,1996,6,1845,6,1923,32,3,32,3,21,6,20,5,6,3,6,3,39,11,31,9,46.4,66.3,43,14,52,19,37.9,21.2,14,1,12,6,6.1,6.4,0,2,3,5,3,2,1,1,2,3,6.6,4.1,12.1,39,12.1,39,12.1,39,12.1,39,12.1,39,12.1,39
265,277,276,5,1504,5,1499,5,1499,5,1496,5,1495,5,1514,5,1368,53,5,44,9,11,6,15,5,24,7,22,6,42,12,47,8,57.3,73.5,26,9,25,8,28.2,16.5,17,2,11,10,5.1,6.4,0,3,6,8,3.1,1.3,12,11,11,11,6.3,2.3,3.3,9,3.3,9,3.3,9,3.3,9,3.3,9,3.3,9
266,1871,1871,2,3106,2,3022,2,2875,2,2870,2,2870,1,2673,1,1210,36,2,35,2,28,5,27,4,7,2,4,2,37,6,39,4,49.1,84.6,45,5,46,7,35.8,11.7,4,2,4,4,3.3,1.7,0,2,2,3,2.6,0.4,13,6,9,4,9.2,1.6,20.6,385,20.6,385,20.6,385,20.6,385,20.6,385,20.6,385
267,1989,1989,2,4939,2,4724,2,4618,2,4586,2,4400,2,4044,1,1007,35,4,34,3,30,4,32,4,7,3,5,2,48,7,46,5,49.4,84,29,8,34,5,27.9,9.1,8,1,4,4,6.3,3,1,1,5,4,2.8,2.5,11,5,12,7,13.6,1.4,22.2,442,22.2,442,22.2,442,22.2,442,22.2,442,22.2,442
268,257,257,7,1805,7,1800,7,1786,7,1788,7,1757,7,1735,6,1565,37,4,39,4,24,8,21,7,17,5,13,3,25,9,23,5,36.8,59.5,48,11,49,13,40.4,30.3,5,2,1,1,1.9,3.5,0,2,2,4,3.2,1.2,21,15,26,16,17.7,5.6,1.3,3,1.3,3,1.3,3,1.3,3,2.2,6,2.2,6
269,457,457,6,2830,6,2802,6,2791,6,2791,6,2774,6,2628,4,1712,38,2,39,3,22,5,23,5,13,3,14,3,76,4,78,6,76.6,92.1,15,9,12,8,5.6,3,3,2,4,3,8.9,2.3,0,2,0,2,2.7,1.3,5,4,5,3,6.1,1.3,3,14,3,14,3,14,3,14,3,14,3,14
270,90,90,16,1397,16,1395,16,1394,15,1387,15,1368,15,1321,12,1121,28,6,31,10,31,9,25,12,2,5,0,2,11,7,8,6,13.2,47.1,47,22,29,13,50,35.6,8,2,16,18,1.5,3,0,3,0,4,6.8,2.7,33,19,47,27,28.5,11.6,0,0,0,0,0,0,0,0,0,0,0,0
271,169,169,7,1209,7,1225,7,1219,7,1207,7,1168,7,1163,8,1269,36,5,35,9,27,9,33,9,14,4,14,4,2,2,1,1,6.7,8.4,81,12,68,26,83.1,84.4,0,3,0,1,1.2,1.5,0,3,8,10,1.2,1.2,16,19,23,24,7.8,4.5,0.3,1,0.3,1,0.3,0,0.3,0,0.3,0,0.3,0
272,527,527,3,1451,3,1450,3,1450,3,1450,3,1450,3,1388,2,871,29,4,28,4,13,9,14,9,4,5,6,5,33,17,42,14,36,54.9,47,14,42,13,40.3,33,8,1,8,10,2.6,4.8,0,2,2,4,7.5,1.3,8,9,7,7,13.5,6.1,7.1,37,7.1,37,7.1,37,7.1,37,7.1,37,7.1,37
273,605,605,3,1971,3,1882,3,1873,3,1873,3,1790,3,1657,0,158,36,6,35,8,21,9,23,10,6,5,6,5,13,6,9,5,28.3,65.4,56,18,60,20,52,25.2,11,1,9,9,2.4,5.4,1,2,3,6,3.4,0.7,16,9,18,10,14,3.3,26.5,160,26.4,160,26.5,160,26.5,160,26.5,160,26.5,160
274,121,121,9,1048,9,1049,9,1051,9,1052,9,1039,8,971,0,0,29,5,27,3,27,11,23,11,2,4,3,4,25,12,33,12,30.2,,46,26,52,29,38.3,,15,4,13,10,24.4,,13,3,1,5,2.6,,0,1,0,1,4.5,,8,10,8,10,8,10,8,10,8,10,8,10
275,391,391,5,2106,5,2113,5,2121,5,2118,5,2111,5,2047,6,2219,42,8,46,8,17,7,14,7,7,4,11,4,34,9,46,8,48.3,72.4,56,17,40,20,38.9,18.9,4,2,4,4,3.7,5.3,0,2,2,5,3.1,1.3,5,7,8,8,6,2.1,3.2,12,3.2,12,3.2,12,3.2,12,3.2,12,3.2,12
276,410,410,5,1974,5,1974,5,1971,5,1971,5,1971,5,1871,3,1247,37,5,39,7,24,7,22,6,8,4,8,4,55,9,57,10,55.2,85.2,34,11,34,12,29.6,8.3,5,2,6,6,4.8,2.5,0,2,2,4,2.9,1.2,4,2,1,1,7.5,2.7,12.2,50,12.2,50,12.2,50,12.2,50,12.2,50,12.2,50
277,919,921,2,2211,2,2146,2,2005,2,1802,2,1526,1,1329,1,584,41,7,41,5,18,6,18,6,15,8,14,7,41,10,37,12,41.8,66.4,27,10,25,10,41.8,25.3,9,1,9,4,5.5,2.9,0,2,2,4,3.8,2.1,22,13,27,9,7.1,3.3,31.5,290,31.5,290,31.5,290,31.5,290,31.5,290,29.4,271
278,173,173,9,1602,9,1602,9,1602,9,1602,9,1600,7,1222,6,964,32,5,31,4,17,6,21,7,4,3,4,3,29,8,29,6,37.1,67.7,51,15,49,14,44.9,24.3,3,2,3,3,6,3.3,0,3,12,11,4.7,2.4,6,6,7,5,7.4,2.3,14.9,26,14.9,26,14.9,26,14.9,26,14.9,26,14.9,26
279,118,118,13,1505,13,1505,13,1505,13,1505,13,1505,12,1430,5,531,28,7,31,5,17,6,18,7,9,4,7,3,34,8,35,8,43.4,75.9,46,16,37,13,38.5,15.3,8,2,8,7,7.7,5,0,3,5,7,2.7,2,7,6,15,9,7.6,1.9,0.9,1,0.9,1,0.8,1,0.8,1,0.8,1,0.8,1
280,916,916,1,1286,1,1276,1,1280,1,1276,1,1253,2,1899,1,1174,37,5,33,4,30,8,33,8,7,4,7,4,19,8,23,7,23.7,64.1,44,15,32,13,32.1,7.3,4,2,0,1,1.3,2.8,0,2,1,3,2.5,3.7,33,16,44,14,40.3,22.2,11.3,103,11.3,103,11.3,103,11.3,103,11.3,103,11.2,102
281,187,187,6,1067,6,1067,6,1067,6,1067,6,1067,5,984,5,867,31,6,28,6,26,11,32,11,14,6,10,5,17,9,19,11,37.5,35,72,27,72,17,50.1,57.8,4,3,3,5,1.9,2.9,0,3,2,6,3.9,1.4,6,3,3,3,6.6,2.8,10.1,19,10.1,19,10,19,10,19,10,19,10,19
282,349,348,5,1578,4,1544,4,1480,4,1452,4,1404,4,1345,2,575,36,3,37,5,25,8,19,7,9,5,8,5,23,12,26,12,22.8,57,47,15,48,12,56.5,37.2,4,3,4,3,2.6,2.4,0,3,7,13,3,1.7,19,13,14,11,15.1,1.7,20.2,70,20.2,70,20.2,70,20.2,70,20,70,20.6,72
283,435,435,6,2682,6,2668,6,2661,6,2656,6,2617,6,2530,4,1825,36,2,35,4,26,6,29,6,8,3,8,3,11,4,14,4,20.8,49.7,61,8,67,6,61.2,39.7,4,2,3,3,5.9,5.5,0,2,2,3,2.3,1.6,18,8,14,6,9.9,3.5,18.2,79,18.2,79,18.2,79,18.2,79,18.3,80,17.9,78
284,952,952,2,2355,1,985,1,965,1,960,1,968,1,964,1,538,47,6,48,6,29,8,28,8,22,9,22,11,93,10,93,10,89.2,97.2,7,7,7,8,2.2,2,0,3,0,1,3.3,0,0,3,0,5,2.6,0.2,0,1,0,1,2.7,0.6,63.8,608,62.8,598,63.8,607,63.8,608,63.8,608,55.2,525
285,2765,2761,0,17,0,17,0,16,0,16,0,15,0,1,0,3,,,,,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,,,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,#DIV/0!,#DIV/0!,,,,,13.8,381,13.8,380,13.8,381,13.8,381,13.8,381,13.8,381
286,1640,1640,0,161,0,183,0,181,0,189,0,191,0,698,0,770,34,11,34,12,36,11,35,12,4,7,1,4,22,12,27,11,54,84,0,1,0,2,4.4,2.6,14,5,14,5,19.8,10.1,0,3,8,14,2.7,1,58,28,51,29,19.1,2.2,26,427,26,427,26,427,26,427,26,427,26,427
287,1540,1540,2,2408,2,2366,2,2369,2,2401,1,2295,2,2590,1,1491,31,5,29,5,14,7,14,7,8,3,8,3,56,3,56,9,58.6,80.2,24,17,17,9,21.9,8.1,5,2,9,6,6,3.9,0,2,2,5,2.7,1.7,14,9,16,10,10.9,6.1,5.5,84,5.5,84,5.5,84,5.5,84,5.5,84,5.5,84
288,575,575,4,2265,4,2257,4,2258,4,2250,4,2216,4,2099,4,2291,40,5,37,6,23,6,27,7,14,4,11,4,79,3,81,17,80.2,86.8,7,6,7,8,8.9,6.7,3,2,4,3,3.3,2.5,0,2,3,4,2,0.6,9,6,6,5,5.6,3.4,10.8,62,10.8,62,10.8,62,10.8,62,10.8,62,10.8,62
289,1259,1257,3,3874,3,3726,3,3701,3,3664,3,3655,3,3435,1,944,36,3,35,2,24,4,26,4,6,2,6,2,42,5,43,7,48.1,84.6,25,6,27,5,23.3,11.3,10,1,9,4,7.3,1.7,0,2,4,5,2.9,0.5,20,5,18,4,18.4,1.8,23.8,300,24,302,23.8,300,23.9,300,23.9,300,23.9,300
290,843,842,1,602,1,973,1,972,1,983,1,532,1,539,1,536,63,9,47,39,0,30,26,8,32,35,19,21,47,21,14,12,16.9,20.2,51,29,85,41,66,76.7,0,9,0,4,0.6,0,0,9,0,13,2,0.8,1,2,0,1,14.5,2.4,7.7,65,7.7,65,7.7,65,7.7,65,7.7,65,7.7,65
291,147,147,19,2725,19,2718,19,2754,19,2743,18,2649,12,1807,13,1917,31,4,27,4,24,5,27,6,4,3,5,3,7,4,5,3,5.3,7,58,10,63,9,55.8,52.6,0,2,0,0,1.5,2.5,1,2,3,4,2.5,2.5,32,12,30,15,34.9,35.4,4.6,7,4.6,7,4.7,7,4.7,7,4.7,7,4.7,7
292,305,305,4,1123,4,1130,4,1124,4,1136,4,1171,4,1086,3,897,20,10,23,4,46,10,45,22,6,7,5,6,7,10,4,4,2.1,2.5,92,12,82,19,83.7,87.5,0,3,5,8,9.3,5.9,0,3,6,12,1.9,1.2,0,1,3,4,2.9,2.9,22.4,69,22.4,69,22.4,69,22.4,69,22.4,69,22.4,69
293,110,110,8,879,8,891,8,882,7,822,8,844,7,727,9,943,33,9,34,11,21,8,24,7,14,9,11,7,34,19,29,21,7.4,10,64,19,68,16,90,84.6,0,4,0,1,0,0.5,0,4,2,7,0.6,1.5,0,2,0,1,2.1,3.4,4.7,5,4.7,5,4.7,5,4.7,5,4.7,5,4.7,5
294,372,372,3,1113,3,1120,3,1006,3,1004,3,992,2,909,3,1062,31,22,34,14,29,14,32,11,18,5,18,7,2,3,2,3,1.5,0.6,79,3,86,16,92.4,97.4,0,4,0,2,0.1,0,0,4,7,15,4,0.5,8,10,4,7,2,1.6,23.3,87,23.3,87,23.3,87,23.3,87,23.3,87,23.3,87
295,106,106,13,1424,13,1416,13,1425,13,1422,13,1427,13,1328,14,1495,31,7,30,5,23,7,24,9,13,4,14,5,5,4,5,4,3.8,0.9,94,10,95,5,92.8,92.5,1,3,0,1,0,0.1,0,3,0,3,1.7,0.8,0,1,0,1,1.7,5.6,7.3,8,7.3,8,7.3,8,6.3,7,7.3,8,7.3,8
296,741,741,3,2062,3,1910,2,1657,2,1570,2,1356,2,1248,1,492,34,2,35,2,24,5,25,6,10,3,10,3,27,5,34,4,38.5,89.2,63,8,55,5,40.5,7.9,3,2,3,3,4.7,0.8,0,2,0,3,3,1.4,7,6,7,6,13.2,0.6,27.4,203,27.4,203,27.4,203,27.4,203,27.4,203,27.4,203
297,104,104,4,448,4,449,4,450,4,450,4,441,4,453,5,474,41,1,46,9,32,13,29,11,4,9,8,9,85,30,85,5,95.4,97.7,0,3,0,3,1.1,0.6,4,4,4,6,1.5,1.1,0,5,11,26,1.3,0.2,0,3,0,3,0.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0
298,253,253,6,1517,6,1524,6,1522,6,1510,6,1511,6,1440,5,1241,31,3,33,4,20,8,16,8,3,4,6,3,32,6,39,9,39.9,73.7,33,13,36,13,23.7,10.8,0,3,0,1,3.8,5.8,0,3,2,5,2.7,2.1,33,17,22,15,29.9,7.6,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0
299,479,479,7,3585,7,3303,7,3120,6,3076,6,3012,5,2541,4,1787,33,3,32,3,20,6,21,6,5,2,5,2,24,5,24,6,30.1,44.2,47,12,50,10,47.5,41.4,11,1,5,5,5.1,7.4,0,2,3,4,3.1,2.2,15,6,18,7,14.1,4.8,22.5,108,22.5,108,22.5,108,22.5,108,22.5,108,15.5,74
300,469,469,2,1090,2,1094,2,1093,2,1085,2,1086,2,1116,2,955,34,5,40,16,13,8,7,7,22,9,26,9,34,8,43,11,54.2,55.9,49,15,40,20,23.4,15,3,3,2,2,2.7,5.7,0,3,1,5,2.5,2.2,13,14,14,16,17.2,21.2,13.6,64,13.6,64,13.6,64,13.6,64,13.6,64,13.6,64
301,531,531,5,2391,4,2386,4,2295,4,2249,4,2113,4,1910,3,1629,35,4,36,5,20,8,19,8,10,3,11,4,28,8,34,11,30.5,57.5,46,6,43,10,47.1,29,7,2,12,6,6.4,7.3,0,2,7,9,2.4,2.8,9,7,5,5,13.7,3.4,21.2,113,21.2,113,21.2,113,21.2,113,21.2,113,27.5,146
302,372,372,8,2978,8,2974,8,3006,8,2994,8,2944,8,2909,7,2453,35,2,35,2,26,5,25,5,7,2,6,2,60,3,64,5,69,76.8,10,6,7,6,12.7,7.4,7,2,6,3,5.3,8.4,0,2,1,2,2.5,1.6,21,13,23,11,10.6,5.9,0,0,0,0,0,0,0,0,0,0,0,0
303,200,200,10,1920,9,1807,9,1806,9,1804,9,1785,9,1825,8,1660,33,5,35,7,24,8,14,8,7,4,7,4,45,5,55,4,54.1,75,28,13,10,6,16.8,13.3,21,5,23,17,5.6,6,0,2,0,3,2.1,2.4,7,7,11,9,21.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0
304,66,66,19,1235,19,1241,19,1241,19,1236,18,1210,8,564,21,1399,27,4,23,5,39,3,44,5,2,5,2,3,0,1,0,1,4.1,1.9,41,14,51,11,28.9,30.8,0,3,0,1,0.9,0.1,0,3,3,7,1.4,1.1,57,19,45,17,64.7,66.1,11,7,11,7,11,7,11,7,11,7,11,7
