GEOID,coordinates
371190019103,"[[[-80.73574, 35.187219], [-80.736581, 35.188537], [-80.736667, 35.188763], [-80.735985, 35.188955], [-80.732478, 35.19423], [-80.729602, 35.195474], [-80.7264, 35.195741], [-80.725949, 35.202503], [-80.72528, 35.202681], [-80.723972, 35.203104], [-80.723083, 35.201185], [-80.720844, 35.199593], [-80.724952, 35.194557], [-80.728685, 35.188548], [-80.72943, 35.187313], [-80.729972, 35.185905], [-80.73574, 35.187219]]]"
371190019111,"[[[-80.715948, 35.181553], [-80.715987, 35.179639], [-80.718159, 35.178858], [-80.719579, 35.17596], [-80.724079, 35.17924], [-80.729972, 35.185905], [-80.72943, 35.187313], [-80.728685, 35.188548], [-80.725228, 35.186541], [-80.724031, 35.18853], [-80.721197, 35.18611], [-80.718889, 35.186859], [-80.715948, 35.181553]]]"
371190019112,"[[[-80.713535, 35.196333], [-80.715939, 35.194869], [-80.715278, 35.190331], [-80.716847, 35.189457], [-80.72026, 35.190812], [-80.718889, 35.186859], [-80.721197, 35.18611], [-80.724031, 35.18853], [-80.725228, 35.186541], [-80.728685, 35.188548], [-80.724952, 35.194557], [-80.720844, 35.199593], [-80.718288, 35.198335], [-80.717544, 35.198046], [-80.713535, 35.196333]]]"
371190019113,"[[[-80.718889, 35.186859], [-80.72026, 35.190812], [-80.716847, 35.189457], [-80.715278, 35.190331], [-80.715939, 35.194869], [-80.713535, 35.196333], [-80.708132, 35.194662], [-80.70523, 35.19267], [-80.705183, 35.192629], [-80.708809, 35.187078], [-80.710719, 35.185691], [-80.712907, 35.183595], [-80.71342, 35.183438], [-80.713976, 35.183466], [-80.715948, 35.181553], [-80.718889, 35.186859]]]"
371190019122,"[[[-80.728917, 35.222726], [-80.724913, 35.223178], [-80.723085, 35.219443], [-80.722781, 35.216056], [-80.726053, 35.211788], [-80.726044, 35.208118], [-80.729844, 35.209976], [-80.730637, 35.21258], [-80.736312, 35.210419], [-80.736135, 35.211736], [-80.733794, 35.211894], [-80.730496, 35.217733], [-80.728917, 35.222726]]]"
371190019123,"[[[-80.735794, 35.230433], [-80.729391, 35.228343], [-80.726571, 35.227706], [-80.725711, 35.224882], [-80.724913, 35.223178], [-80.728917, 35.222726], [-80.735795, 35.223082], [-80.736687, 35.226011], [-80.735794, 35.230433]]]"
371190019141,"[[[-80.756568, 35.176142], [-80.757146, 35.179531], [-80.758806, 35.182307], [-80.76134, 35.184145], [-80.762637, 35.183607], [-80.769655, 35.177386], [-80.776402, 35.182152], [-80.775163, 35.18517], [-80.772516, 35.18948], [-80.770552, 35.191691], [-80.766327, 35.194732], [-80.762606, 35.190594], [-80.756477, 35.183762], [-80.752699, 35.179527], [-80.749314, 35.175774], [-80.756568, 35.176142]]]"
371190019161,"[[[-80.704926, 35.19324], [-80.704164, 35.195644], [-80.704493, 35.203639], [-80.703659, 35.206001], [-80.704096, 35.209409], [-80.697918, 35.210766], [-80.689522, 35.211655], [-80.688879, 35.207319], [-80.692095, 35.205378], [-80.692393, 35.201898], [-80.692285, 35.201405], [-80.692607, 35.201358], [-80.692842, 35.201119], [-80.693141, 35.2011], [-80.693816, 35.200689], [-80.694602, 35.200615], [-80.694588, 35.200578], [-80.69481, 35.200297], [-80.698777, 35.197673], [-80.699396, 35.196169], [-80.704926, 35.19324]]]"
371190019171,"[[[-80.689058, 35.187034], [-80.690327, 35.187763], [-80.691278, 35.18802], [-80.693034, 35.188498], [-80.702138, 35.190569], [-80.705183, 35.192629], [-80.70523, 35.19267], [-80.70508, 35.192768], [-80.704926, 35.19324], [-80.699396, 35.196169], [-80.698777, 35.197673], [-80.69481, 35.200297], [-80.694588, 35.200578], [-80.694602, 35.200615], [-80.693816, 35.200689], [-80.693141, 35.2011], [-80.692842, 35.201119], [-80.692607, 35.201358], [-80.692285, 35.201405], [-80.690867, 35.20196], [-80.689674, 35.20281], [-80.686931, 35.202984], [-80.686444, 35.203165], [-80.686322, 35.203236], [-80.686212, 35.203343], [-80.686156, 35.203382], [-80.686078, 35.203473], [-80.68587, 35.20361], [-80.680204, 35.197604], [-80.684356, 35.194721], [-80.686105, 35.192577], [-80.689058, 35.187034]]]"
371190019172,"[[[-80.671455, 35.208579], [-80.670758, 35.208456], [-80.670104, 35.208392], [-80.670237, 35.205413], [-80.671468, 35.204907], [-80.672219, 35.204601], [-80.672868, 35.204306], [-80.678451, 35.198827], [-80.679699, 35.197958], [-80.679769, 35.197899], [-80.68007, 35.197684], [-80.680204, 35.197604], [-80.68587, 35.20361], [-80.686078, 35.203473], [-80.686156, 35.203382], [-80.686212, 35.203343], [-80.686322, 35.203236], [-80.686444, 35.203165], [-80.686931, 35.202984], [-80.689674, 35.20281], [-80.690867, 35.20196], [-80.692285, 35.201405], [-80.692393, 35.201898], [-80.692095, 35.205378], [-80.688879, 35.207319], [-80.689522, 35.211655], [-80.682478, 35.210913], [-80.671455, 35.208579]]]"
371190019182,"[[[-80.750119, 35.196872], [-80.751842, 35.196095], [-80.754524, 35.19497], [-80.758248, 35.19363], [-80.761621, 35.197829], [-80.760584, 35.201723], [-80.7546, 35.203715], [-80.750362, 35.203934], [-80.751175, 35.199594], [-80.750119, 35.196872]]]"
371190019183,"[[[-80.74626, 35.20341], [-80.74348, 35.203181], [-80.741152, 35.203099], [-80.741283, 35.198868], [-80.741373, 35.198695], [-80.741482, 35.198548], [-80.741604, 35.198339], [-80.741654, 35.198267], [-80.750119, 35.196872], [-80.751175, 35.199594], [-80.750362, 35.203934], [-80.74626, 35.20341]]]"
371190019192,"[[[-80.750119, 35.196872], [-80.749403, 35.194421], [-80.750035, 35.189309], [-80.746323, 35.190173], [-80.739042, 35.188413], [-80.737549, 35.186026], [-80.7396, 35.185719], [-80.744773, 35.18629], [-80.746947, 35.185826], [-80.749034, 35.188038], [-80.754296, 35.188404], [-80.754426, 35.189935], [-80.757601, 35.190597], [-80.759472, 35.193082], [-80.759191, 35.193296], [-80.758248, 35.19363], [-80.754524, 35.19497], [-80.751842, 35.196095], [-80.750119, 35.196872]]]"
371190019193,"[[[-80.741654, 35.198267], [-80.743833, 35.194791], [-80.743276, 35.193848], [-80.74307, 35.191712], [-80.739246, 35.189761], [-80.736545, 35.186707], [-80.737194, 35.186211], [-80.737549, 35.186026], [-80.739042, 35.188413], [-80.746323, 35.190173], [-80.750035, 35.189309], [-80.749403, 35.194421], [-80.750119, 35.196872], [-80.741654, 35.198267]]]"
371190019201,"[[[-80.756477, 35.183762], [-80.751115, 35.183787], [-80.746947, 35.185826], [-80.744773, 35.18629], [-80.7396, 35.185719], [-80.737549, 35.186026], [-80.737194, 35.186211], [-80.736545, 35.186707], [-80.735458, 35.184269], [-80.738981, 35.184392], [-80.737859, 35.179019], [-80.735796, 35.178753], [-80.738652, 35.177874], [-80.743686, 35.179862], [-80.74545, 35.178509], [-80.752699, 35.179527], [-80.756477, 35.183762]]]"
371190019202,"[[[-80.742526, 35.166944], [-80.744416, 35.170034], [-80.745369, 35.171301], [-80.749314, 35.175774], [-80.752699, 35.179527], [-80.74545, 35.178509], [-80.743686, 35.179862], [-80.738652, 35.177874], [-80.735796, 35.178753], [-80.735694, 35.17872], [-80.735572, 35.178571], [-80.735373, 35.17823], [-80.73521, 35.1781], [-80.736762, 35.174572], [-80.736893, 35.171575], [-80.738979, 35.168128], [-80.742526, 35.166944]]]"
371190019211,"[[[-80.736366, 35.159765], [-80.739407, 35.162614], [-80.740501, 35.16372], [-80.742526, 35.166944], [-80.738979, 35.168128], [-80.736893, 35.171575], [-80.736762, 35.174572], [-80.73521, 35.1781], [-80.730574, 35.184317], [-80.729972, 35.185905], [-80.724079, 35.17924], [-80.719579, 35.17596], [-80.721909, 35.174268], [-80.724424, 35.174553], [-80.725779, 35.172679], [-80.724175, 35.170222], [-80.725775, 35.168304], [-80.72884, 35.166287], [-80.732139, 35.162727], [-80.736366, 35.159765]]]"
371190019221,"[[[-80.717784, 35.218185], [-80.721646, 35.219587], [-80.723085, 35.219443], [-80.724913, 35.223178], [-80.725711, 35.224882], [-80.726571, 35.227706], [-80.72385, 35.227692], [-80.721491, 35.227743], [-80.719991, 35.227743], [-80.714119, 35.22757], [-80.709791, 35.227443], [-80.698217, 35.22009], [-80.702158, 35.222024], [-80.704716, 35.222495], [-80.708237, 35.224614], [-80.710736, 35.220041], [-80.710319, 35.218927], [-80.714554, 35.219913], [-80.714836, 35.217863], [-80.717784, 35.218185]]]"
371190019222,"[[[-80.710319, 35.218927], [-80.710736, 35.220041], [-80.708237, 35.224614], [-80.704716, 35.222495], [-80.702158, 35.222024], [-80.698217, 35.22009], [-80.693991, 35.217243], [-80.68712, 35.215152], [-80.682026, 35.213669], [-80.677142, 35.211564], [-80.671358, 35.208974], [-80.671455, 35.208579], [-80.682478, 35.210913], [-80.689522, 35.211655], [-80.697918, 35.210766], [-80.704096, 35.209409], [-80.704148, 35.209546], [-80.704231, 35.209569], [-80.704517, 35.209501], [-80.704639, 35.209587], [-80.705307, 35.209461], [-80.705816, 35.210087], [-80.707535, 35.210772], [-80.708107, 35.211566], [-80.709146, 35.212181], [-80.709187, 35.213175], [-80.709003, 35.21605], [-80.710022, 35.218378], [-80.710137, 35.218581], [-80.710225, 35.218812], [-80.710232, 35.218889], [-80.710319, 35.218927]]]"
371190019232,"[[[-80.704096, 35.209409], [-80.713213, 35.206896], [-80.713609, 35.212212], [-80.71963, 35.21196], [-80.718383, 35.214121], [-80.71435, 35.21422], [-80.713977, 35.215943], [-80.718236, 35.217286], [-80.717784, 35.218185], [-80.714836, 35.217863], [-80.714554, 35.219913], [-80.710319, 35.218927], [-80.710232, 35.218889], [-80.710225, 35.218812], [-80.710137, 35.218581], [-80.710022, 35.218378], [-80.709003, 35.21605], [-80.709187, 35.213175], [-80.709146, 35.212181], [-80.708107, 35.211566], [-80.707535, 35.210772], [-80.705816, 35.210087], [-80.705307, 35.209461], [-80.704639, 35.209587], [-80.704517, 35.209501], [-80.704231, 35.209569], [-80.704148, 35.209546], [-80.704096, 35.209409]]]"
371190020021,"[[[-80.788841, 35.179204], [-80.78385, 35.177281], [-80.78127, 35.177321], [-80.778815, 35.179196], [-80.776402, 35.182152], [-80.769655, 35.177386], [-80.77058, 35.17621], [-80.770532, 35.175542], [-80.76965, 35.172263], [-80.770146, 35.170055], [-80.771722, 35.168517], [-80.772623, 35.167636], [-80.773575, 35.166307], [-80.777603, 35.16904], [-80.780543, 35.1676], [-80.783759, 35.16935], [-80.792756, 35.177775], [-80.790809, 35.178794], [-80.790135, 35.179039], [-80.789585, 35.179149], [-80.788841, 35.179204]]]"
371190020022,"[[[-80.792862, 35.164437], [-80.794368, 35.165841], [-80.795943, 35.170017], [-80.798232, 35.175937], [-80.794247, 35.177052], [-80.792756, 35.177775], [-80.783759, 35.16935], [-80.780543, 35.1676], [-80.777603, 35.16904], [-80.773575, 35.166307], [-80.776254, 35.163649], [-80.779175, 35.161253], [-80.784899, 35.161546], [-80.787088, 35.160339], [-80.792862, 35.164437]]]"
371190020024,"[[[-80.787088, 35.160339], [-80.792881, 35.156671], [-80.79497, 35.154443], [-80.799658, 35.159872], [-80.796598, 35.160987], [-80.792862, 35.164437], [-80.787088, 35.160339]]]"
371190020031,"[[[-80.754964, 35.162002], [-80.755813, 35.160735], [-80.755609, 35.156937], [-80.759527, 35.155344], [-80.760202, 35.158052], [-80.762635, 35.160719], [-80.762699, 35.162499], [-80.765152, 35.162898], [-80.768438, 35.166944], [-80.771722, 35.168517], [-80.770146, 35.170055], [-80.76965, 35.172263], [-80.770532, 35.175542], [-80.77058, 35.17621], [-80.769655, 35.177386], [-80.764992, 35.173444], [-80.763882, 35.169564], [-80.761157, 35.167153], [-80.754964, 35.162002]]]"
371190020032,"[[[-80.762543, 35.153279], [-80.767032, 35.158188], [-80.769418, 35.161123], [-80.770384, 35.160355], [-80.776254, 35.163649], [-80.773575, 35.166307], [-80.772623, 35.167636], [-80.771722, 35.168517], [-80.768438, 35.166944], [-80.765152, 35.162898], [-80.762699, 35.162499], [-80.762635, 35.160719], [-80.760202, 35.158052], [-80.759527, 35.155344], [-80.759933, 35.155168], [-80.760443, 35.154759], [-80.760829, 35.154046], [-80.76092, 35.153558], [-80.76128, 35.153559], [-80.762543, 35.153279]]]"
371190020034,"[[[-80.774833, 35.15413], [-80.77551, 35.155725], [-80.772912, 35.156341], [-80.770123, 35.151665], [-80.768, 35.149409], [-80.765576, 35.149857], [-80.762543, 35.153279], [-80.76128, 35.153559], [-80.76092, 35.153558], [-80.760829, 35.154046], [-80.760443, 35.154759], [-80.759933, 35.155168], [-80.759527, 35.155344], [-80.757447, 35.15149], [-80.756691, 35.146081], [-80.760722, 35.143704], [-80.76805, 35.137351], [-80.769568, 35.138749], [-80.771693, 35.1441], [-80.772535, 35.148346], [-80.774105, 35.152773], [-80.774505, 35.153419], [-80.774833, 35.15413]]]"
371190020035,"[[[-80.74968, 35.157478], [-80.748191, 35.153845], [-80.74581, 35.150475], [-80.743247, 35.148923], [-80.743598, 35.148632], [-80.744251, 35.148666], [-80.744712, 35.148441], [-80.745542, 35.148232], [-80.750017, 35.148845], [-80.753249, 35.148142], [-80.756691, 35.146081], [-80.757447, 35.15149], [-80.759527, 35.155344], [-80.755609, 35.156937], [-80.755813, 35.160735], [-80.754964, 35.162002], [-80.750907, 35.158898], [-80.74968, 35.157478]]]"
371190020041,"[[[-80.774833, 35.15413], [-80.778292, 35.153747], [-80.782928, 35.149832], [-80.782536, 35.145792], [-80.785759, 35.14225], [-80.786608, 35.143346], [-80.788157, 35.145039], [-80.79328, 35.151339], [-80.79497, 35.154443], [-80.792881, 35.156671], [-80.787088, 35.160339], [-80.784899, 35.161546], [-80.779175, 35.161253], [-80.776789, 35.159022], [-80.77551, 35.155725], [-80.774833, 35.15413]]]"
371190020043,"[[[-80.771693, 35.1441], [-80.769568, 35.138749], [-80.76805, 35.137351], [-80.774445, 35.131566], [-80.775932, 35.131109], [-80.78123, 35.128417], [-80.781991, 35.133654], [-80.783735, 35.137823], [-80.780617, 35.138162], [-80.775508, 35.140683], [-80.775078, 35.14356], [-80.771693, 35.1441]]]"
371190021001,"[[[-80.784624, 35.191062], [-80.788101, 35.187844], [-80.792069, 35.186608], [-80.793171, 35.188785], [-80.793423, 35.189366], [-80.793794, 35.190465], [-80.793677, 35.191093], [-80.790598, 35.194289], [-80.784624, 35.191062]]]"
371190021002,"[[[-80.788841, 35.179204], [-80.789071, 35.181751], [-80.791773, 35.186028], [-80.792069, 35.186608], [-80.788101, 35.187844], [-80.784624, 35.191062], [-80.780492, 35.185744], [-80.776402, 35.182152], [-80.778815, 35.179196], [-80.78127, 35.177321], [-80.78385, 35.177281], [-80.788841, 35.179204]]]"
371190022002,"[[[-80.793423, 35.189366], [-80.793171, 35.188785], [-80.792069, 35.186608], [-80.791773, 35.186028], [-80.789071, 35.181751], [-80.788841, 35.179204], [-80.789585, 35.179149], [-80.790135, 35.179039], [-80.790809, 35.178794], [-80.792756, 35.177775], [-80.794247, 35.177052], [-80.798232, 35.175937], [-80.805235, 35.181358], [-80.802858, 35.181657], [-80.797512, 35.184928], [-80.793423, 35.189366]]]"
371190022003,"[[[-80.814057, 35.174995], [-80.809997, 35.178438], [-80.805235, 35.181358], [-80.798232, 35.175937], [-80.800604, 35.175256], [-80.808235, 35.171247], [-80.814057, 35.174995]]]"
371190022004,"[[[-80.82007, 35.182795], [-80.8158, 35.186751], [-80.813672, 35.192436], [-80.812026, 35.197028], [-80.812522, 35.19951], [-80.811767, 35.19902], [-80.811155, 35.198392], [-80.810586, 35.196079], [-80.810874, 35.190623], [-80.809149, 35.186132], [-80.805235, 35.181358], [-80.809997, 35.178438], [-80.814057, 35.174995], [-80.817302, 35.177172], [-80.818412, 35.178766], [-80.82007, 35.182795]]]"
371190023001,"[[[-80.811155, 35.198392], [-80.811767, 35.19902], [-80.812522, 35.19951], [-80.811589, 35.202148], [-80.809103, 35.204608], [-80.808744, 35.204795], [-80.808515, 35.204928], [-80.808351, 35.205008], [-80.80832, 35.205011], [-80.808169, 35.205085], [-80.808128, 35.205121], [-80.807992, 35.205187], [-80.807892, 35.205043], [-80.807251, 35.204322], [-80.80454, 35.202559], [-80.807695, 35.198454], [-80.810345, 35.197251], [-80.811155, 35.198392]]]"
371190024001,"[[[-80.82131, 35.211435], [-80.817883, 35.212226], [-80.815093, 35.215543], [-80.814493, 35.213843], [-80.811266, 35.209341], [-80.808899, 35.206472], [-80.808792, 35.206343], [-80.807992, 35.205187], [-80.808128, 35.205121], [-80.808169, 35.205085], [-80.80832, 35.205011], [-80.808351, 35.205008], [-80.808515, 35.204928], [-80.808744, 35.204795], [-80.809103, 35.204608], [-80.815974, 35.208202], [-80.82131, 35.211435]]]"
371190024002,"[[[-80.815974, 35.208202], [-80.809103, 35.204608], [-80.811589, 35.202148], [-80.812522, 35.19951], [-80.815504, 35.201491], [-80.818503, 35.204423], [-80.815974, 35.208202]]]"
371190024003,"[[[-80.824856, 35.202472], [-80.824176, 35.207473], [-80.825875, 35.209645], [-80.824608, 35.210786], [-80.82131, 35.211435], [-80.815974, 35.208202], [-80.818503, 35.204423], [-80.8186, 35.20453], [-80.824292, 35.202488], [-80.824856, 35.202472]]]"
371190025002,"[[[-80.818494, 35.22131], [-80.819108, 35.218562], [-80.822099, 35.215779], [-80.824264, 35.214007], [-80.82649, 35.212167], [-80.832507, 35.216408], [-80.832426, 35.217479], [-80.832132, 35.218174], [-80.830012, 35.221281], [-80.828485, 35.224796], [-80.828404, 35.224751], [-80.82817, 35.224585], [-80.826737, 35.223669], [-80.825844, 35.223121], [-80.821655, 35.221932], [-80.821221, 35.22181], [-80.818551, 35.221321], [-80.818494, 35.22131]]]"
371190026001,"[[[-80.835944, 35.205079], [-80.836128, 35.205946], [-80.83613, 35.206256], [-80.836052, 35.210302], [-80.833939, 35.213349], [-80.832507, 35.216408], [-80.82649, 35.212167], [-80.827829, 35.209986], [-80.827996, 35.206572], [-80.835944, 35.205079]]]"
371190027012,"[[[-80.835944, 35.205079], [-80.827996, 35.206572], [-80.827829, 35.209986], [-80.82649, 35.212167], [-80.824728, 35.210885], [-80.824608, 35.210786], [-80.825875, 35.209645], [-80.824176, 35.207473], [-80.824856, 35.202472], [-80.825322, 35.200484], [-80.827216, 35.195922], [-80.831612, 35.200611], [-80.835902, 35.20489], [-80.835944, 35.205079]]]"
371190027013,"[[[-80.838393, 35.196276], [-80.836858, 35.205645], [-80.835902, 35.20489], [-80.831612, 35.200611], [-80.832441, 35.196663], [-80.836531, 35.194831], [-80.836773, 35.194856], [-80.836915, 35.194899], [-80.837085, 35.194986], [-80.837754, 35.195635], [-80.838393, 35.196276]]]"
371190027021,"[[[-80.836531, 35.194831], [-80.829637, 35.190575], [-80.829986, 35.189861], [-80.830352, 35.189215], [-80.830001, 35.187488], [-80.828054, 35.18549], [-80.82824, 35.182195], [-80.82925, 35.180205], [-80.832775, 35.182217], [-80.836478, 35.18119], [-80.839874, 35.183528], [-80.840282, 35.186256], [-80.841821, 35.186345], [-80.844847, 35.186511], [-80.843071, 35.191297], [-80.838393, 35.196276], [-80.837754, 35.195635], [-80.837085, 35.194986], [-80.836915, 35.194899], [-80.836773, 35.194856], [-80.836531, 35.194831]]]"
371190027022,"[[[-80.844847, 35.186511], [-80.841821, 35.186345], [-80.840282, 35.186256], [-80.839874, 35.183528], [-80.836478, 35.18119], [-80.836974, 35.179377], [-80.837806, 35.176326], [-80.840134, 35.174042], [-80.841182, 35.170966], [-80.845372, 35.171114], [-80.845612, 35.171584], [-80.846524, 35.172228], [-80.846524, 35.17275], [-80.846631, 35.176116], [-80.846193, 35.178961], [-80.844847, 35.186511]]]"
371190028001,"[[[-80.822547, 35.188645], [-80.818918, 35.190477], [-80.818133, 35.197905], [-80.817641, 35.200125], [-80.818503, 35.204423], [-80.815504, 35.201491], [-80.812522, 35.19951], [-80.812026, 35.197028], [-80.813672, 35.192436], [-80.8158, 35.186751], [-80.82007, 35.182795], [-80.822547, 35.188645]]]"
